70264	13.044791	0.803024	1
11047	2.255975	1.670346	2
48605	4.971388	0.174350	1
25472	1.348270	0.229749	1
30432	10.844954	0.882870	3
38351	3.513898	1.286432	1
48773	8.421679	0.334186	3
10675	3.991894	0.789608	2
32626	12.985274	0.376275	3
11329	2.701084	0.475373	2
45612	3.351541	0.707540	1
7975	0.188873	0.238601	2
40445	11.616206	1.024258	3
44868	8.653911	0.875052	3
12304	4.312545	0.324792	2
79542	12.676658	0.505050	1
9394	3.780130	1.633959	2
54973	0.615587	0.211054	1
51488	14.138479	1.423957	3
43594	2.244032	1.607949	1
25317	8.768096	0.247927	3
49781	4.278467	1.227866	1
75006	10.332267	0.570432	1
14861	7.776628	0.007582	2
38638	10.661454	1.289900	3
20966	9.131780	1.449836	3
63128	9.735478	1.285254	1
12909	4.301336	0.141296	2
40663	7.344563	1.409016	3
71286	12.016392	0.589396	1
52550	1.278995	0.272987	1
11115	4.970454	0.268430	2
78794	5.258151	1.289461	1
44518	0.879796	0.394913	1
1076	1.356620	1.232119	2
69419	8.691652	0.041235	1
6263	1.419152	0.916302	2
34168	14.034053	1.474546	3
30579	9.189264	1.060505	3
68391	6.416987	1.366239	1
1148	4.888310	0.584932	2
16463	0.000000	1.301757	2
72700	7.750590	0.088478	1
65129	11.069851	0.999251	1
8344	2.966460	1.368159	2
11833	3.325856	1.136537	2
71022	11.249238	0.727875	1
24431	6.617300	0.068179	3
5430	2.439009	1.238640	2
33415	2.817250	0.969659	1
38285	0.000000	0.616923	1
15555	4.255971	0.401929	2
35174	9.759803	1.238078	3
12686	2.059379	0.637104	2
6385	0.000000	0.825453	2
72766	5.730798	0.290733	1
36634	8.729684	1.079118	3
65940	5.731355	0.148974	1
63485	10.349030	0.202905	1
20006	11.602914	1.556238	3
13535	2.718887	0.532080	2
36070	5.504918	1.635202	3
14160	4.568568	0.487634	2
28181	10.774286	0.261199	3
70307	8.659418	1.612538	1
40916	8.467020	1.577424	3
26479	11.000859	1.496701	3
48811	10.381404	0.073629	3
3489	2.324939	0.938581	2
1696	5.535960	0.694860	2
56261	3.125655	0.248389	1
14175	0.312626	1.137271	2
50714	12.403159	0.309090	3
15747	5.327222	1.436941	2
75540	14.572592	0.181225	1
31785	8.964506	0.237157	3
73045	15.588414	0.848446	1
55681	8.900316	1.426867	3
7316	3.329708	0.177649	2
13436	7.071094	0.929809	2
10628	1.182981	1.582909	2
10400	4.615475	0.401278	2
7794	1.878815	1.312808	2
22926	3.176732	0.848651	1
43286	8.236463	1.131087	3
152	4.843437	0.545571	2
10523	3.273420	1.134395	2
1257	3.961760	1.207927	2
2017	3.092972	0.738349	2
38023	0.088444	0.972564	1
70534	7.253446	1.508462	1
74064	16.394505	0.190908	1
66263	4.185207	1.133981	1
70100	8.279242	1.480632	1
75462	12.987266	0.372802	1
48807	2.347355	0.969570	1
64484	6.997626	1.302511	1
10065	6.136454	1.676707	2
11379	5.488520	0.825672	2
49697	7.393981	1.301927	3
19802	11.749227	1.097757	3
69236	4.017528	1.677783	1
11321	0.789306	0.625131	2
18511	2.477924	0.234652	2
7647	0.000000	1.532442	2
7348	13.067539	1.356424	3
28586	8.519861	1.107503	3
15096	9.536751	1.288388	3
4666	5.828187	1.042197	2
6357	0.438701	1.239899	2
5087	4.281486	1.594008	2
4248	0.000000	0.193270	2
43765	11.555388	0.751960	3
48185	10.556065	1.115379	3
8367	1.696701	0.291974	2
46380	12.412736	1.686321	3
6651	1.234749	1.550831	2
5002	0.541534	0.592368	2
10467	2.935611	0.423646	2
6455	2.877625	1.074209	2
5238	3.461522	1.142569	2
10583	0.000000	0.781677	2
32264	9.728505	1.360740	3
15625	0.000000	1.234674	2
22198	3.599787	0.362035	1
4543	1.757761	0.204895	2
29498	12.495523	0.263275	3
25122	8.563892	0.223960	3
39227	10.283466	1.242496	3
17378	7.445683	0.015614	2
45942	5.837510	1.112054	1
6870	4.475442	1.632189	2
46005	11.890741	0.644493	3
23694	12.962487	0.373347	3
25309	11.058383	1.143209	3
3202	0.106990	0.619112	2
74607	7.991437	1.125880	1
